demand_id,nama_kelurahan,nama_kecamatan,wilayah_samsat,jumlah_penduduk,estimasi_usia_25_60,bobot_ev,nearest_node,dist_to_node_m,lon,lat
50,KEBON WARU,BATUNUNGGAL,Kawaluyaan,14698,7447.779503196051,42.18557449483329,5332863039,130.807904200528,107.6408298880305,-6.916583608193658
51,KACAPIRING,BATUNUNGGAL,Kawaluyaan,9325,4725.169673921838,26.764218408240602,5392237758,19.44589973543333,107.63229392190465,-6.91730714360101
52,MALEER,BATUNUNGGAL,Kawaluyaan,17628,8932.470885994011,50.59513588208743,9134063307,49.622440223468914,107.63953670363529,-6.926411287443783
53,SAMOJA,BATUNUNGGAL,Kawaluyaan,13673,6928.390879520996,39.243663088029365,13820137763,47.97011374286393,107.62801625817065,-6.9216924850574895
54,CIBANGKONG,BATUNUNGGAL,Kawaluyaan,18671,9460.980480621409,53.588710123352314,1664484756,82.59944347544473,107.63328616370666,-6.924078128250306
55,CIATEUL,REGOL,Kawaluyaan,7491,3774.7504497038535,21.380871470087563,3445680685,58.35277336396517,107.60814871324575,-6.934460828824326
56,PUNGKUR,REGOL,Kawaluyaan,7529,3793.898830038755,21.489331370750136,5853175145,34.70949116158674,107.60712901017453,-6.929775296832337
57,CIGERELENG,REGOL,Kawaluyaan,12291,6193.493228849295,35.081069448517724,5353901566,56.40072546952502,107.61024982389802,-6.940457795601076
58,TURANGGA,LENGKONG,Kawaluyaan,15968,8060.099389862546,45.65386543746289,3108102104,41.59265222840933,107.6299390805262,-6.939456946983045
59,LINGKAR SELATAN,LENGKONG,Kawaluyaan,10140,5118.324637600589,28.991119459911932,3152633808,36.46104289232577,107.62956042894477,-6.929146755479925
60,BALONG GEDE,REGOL,Kawaluyaan,8198,4131.011104882151,23.398796463993836,1014722265,86.75355596004938,107.60684029232522,-6.926738651312882
61,ANCOL,REGOL,Kawaluyaan,11728,5909.79485704536,33.47415039396435,5353900969,37.85520562332926,107.61613903415595,-6.940744146039131
62,PASIRLUYU,REGOL,Kawaluyaan,17702,8920.121807590123,50.525188461285545,5353901505,72.90173219851195,107.6198895902603,-6.945155284604725
63,BURANGRANG,LENGKONG,Kawaluyaan,9806,4949.732879320649,28.036185150285643,29434777,105.54824896912078,107.61795744519719,-6.929643047937562
64,CIKAWAO,LENGKONG,Kawaluyaan,9108,4597.406390460174,26.04054398825226,5358280951,116.40806983430643,107.6114830317591,-6.926635712774558
65,GUMURUH,BATUNUNGGAL,Kawaluyaan,19966,10117.183668581602,57.30556404707046,11359381460,115.83428913199566,107.6370229094278,-6.937572685504906
66,BINONG,BATUNUNGGAL,Kawaluyaan,19592,9927.670161016264,56.23212515327078,5397822800,60.51557472035288,107.6405229147826,-6.938332194852909
67,KEBON GEDANG,BATUNUNGGAL,Kawaluyaan,10037,5085.954747147827,28.807770526918066,1667735879,121.79512291094277,107.64324187842686,-6.927190498193811
68,CIJAGRA,LENGKONG,Kawaluyaan,12265,6190.951842225959,35.06667457355225,5353901165,69.65180991749916,107.6247462407551,-6.942256112111248
69,MALABAR,LENGKONG,Kawaluyaan,8493,4286.975458298009,24.282206861245765,1778148822,65.8116956699681,107.62154008978709,-6.926626690031632
70,PALEDANG,LENGKONG,Kawaluyaan,6171,3114.9094022320746,17.643412050011495,9187118474,44.72057792178325,107.61454848420469,-6.925197061965265
71,DERWATI,RANCASARI,Soekarno Hatta,20715,10470.5449101136,53.03343679444002,4054922051,220.1301060653775,107.68165110237062,-6.960738384625823
72,MEKARJAYA,RANCASARI,Soekarno Hatta,21235,10733.3826293151,54.364713025823505,5460792587,93.94800001228958,107.66408568387342,-6.961686080807024
73,KEBON PISANG,SUMUR BANDUNG,Kawaluyaan,12580,6274.946373171813,35.54243483751473,1937355371,43.512801108521366,107.61794988371615,-6.919186457018294
74,BRAGA,SUMUR BANDUNG,Kawaluyaan,6351,3167.900192052002,17.943561498653104,11303805442,31.596884607096563,107.6083628194888,-6.918170225255437
75,MERDEKA,SUMUR BANDUNG,Kawaluyaan,12915,6442.045501551189,36.488914620548705,11382540880,124.3730916884807,107.62137207226543,-6.913673838807789
76,SUKAMAJU,CIBEUNYING KIDUL,Kawaluyaan,11429,5773.311168602695,32.70108201785884,3274600235,49.10089359267421,107.63388956720533,-6.9082405614218025
77,CIHAPIT,BANDUNG WETAN,Kawaluyaan,4223,2124.501776753018,12.03356355127864,2670043300,112.86652811530301,107.62508938217431,-6.9084025154603115
78,CITARUM,BANDUNG WETAN,Kawaluyaan,2285,1149.5350603553504,6.511175163313209,7190149295,15.776175870547505,107.61654117199924,-6.90471850561719
79,CIHAURGEULIS,CIBEUNYING KALER,Kawaluyaan,13123,6718.421712887213,38.05435962961649,10548591549,33.3228318378203,107.6302132996045,-6.902284667780291
80,TAMAN SARI,BANDUNG WETAN,Kawaluyaan,22984,11562.763162891632,65.49358860113384,4504608690,85.33286090718937,107.60715722644835,-6.901511283324232
81,SUKALUYU,CIBEUNYING KALER,Kawaluyaan,16454,8423.753018657793,47.713665575379856,9751230495,44.04005434348482,107.62990594129118,-6.895935608246431
82,SUKAPADA,CIBEUNYING KIDUL,Kawaluyaan,23649,11946.192652575479,67.66540280342495,3274647758,14.128437530357825,107.64698539445186,-6.894910026881758
83,NEGLASARI,CIBEUNYING KALER,Kawaluyaan,9811,5022.817604597764,28.450150295372058,3274613169,71.47205021079958,107.63868610830919,-6.894422996674174
84,LEBAK SILIWANGI,COBLONG,Kawaluyaan,4172,2103.9892899073425,11.917377103823904,9769687256,173.6415330744603,107.60963180660167,-6.891725322141247
85,PASIRLAYUNG,CIBEUNYING KIDUL,Kawaluyaan,23173,11705.743259255427,66.30345381046837,3269090413,25.362954172583102,107.65896852448176,-6.892952054261219
86,LEBAK GEDE,COBLONG,Kawaluyaan,11156,5626.103671669778,31.867272044645134,1857160677,80.06939728161375,107.61682724978381,-6.8913857753415035
87,CIPAGANTI,COBLONG,Kawaluyaan,12118,6111.251729409678,34.61523867309158,29392302,11.805727687103216,107.60426176019149,-6.891520992968919
88,SEKELOA,COBLONG,Kawaluyaan,27466,13851.430929193448,78.45701810489629,5465992722,37.1137639036502,107.62057604711642,-6.887136308531928
89,CIGADUNG,CIBEUNYING KALER,Kawaluyaan,33343,17070.207663857225,96.68875357237697,6956529094,3.723705460701538,107.62542143260681,-6.879421384465219
90,HEGARMANAH,CIDADAP,Kawaluyaan,20613,10385.906509709936,58.82765897858903,5447415707,49.70650526048477,107.60168344291769,-6.874852744345749
91,DAGO,COBLONG,Kawaluyaan,36061,18185.9917985016,103.00875736840695,4504616325,55.312104387187496,107.615725514921,-6.873422147836512
92,CIUMBULEUIT,CIDADAP,Kawaluyaan,25068,12630.568300849398,71.54183065421189,5458329418,43.19275061764609,107.61266561875512,-6.862163043828242
93,LEDENG,CIDADAP,Kawaluyaan,11065,5575.125189440665,31.57852067132817,2315594562,52.16615199036249,107.59871321586158,-6.854224420979228
94,SADANG SERANG,COBLONG,Kawaluyaan,27420,13828.232581318152,78.32561845322422,11047602456,62.35388261853273,107.62560790756643,-6.892932237258518
95,PADASUKA,CIBEUNYING KIDUL,Kawaluyaan,17910,9047.160996559129,51.244761478681596,13754250249,14.872599125434851,107.64781413570637,-6.904265790281527
96,CIKUTRA,CIBEUNYING KIDUL,Kawaluyaan,23342,11791.11289679973,66.78700292771556,1849960202,60.76105516082041,107.64089229751795,-6.903656873539358
97,CICADAS,CIBEUNYING KIDUL,Kawaluyaan,16456,8312.679026207537,47.084522327927644,1849960706,34.229377704749204,107.63705823230363,-6.906177614431019
98,BABAKAN CIAMIS,SUMUR BANDUNG,Kawaluyaan,8768,4373.507933224997,24.772342500423626,13736488296,26.686076074504513,107.60830597164684,-6.911263689872939
99,KEBON JERUK,ANDIR,Pajajaran,11365,5723.066469926925,31.51267920689884,3857898569,59.005848987685376,107.59875708794647,-6.917630078248118
100,CIROYOM,ANDIR,Pajajaran,20163,10153.470236087689,55.90762435976255,5353916444,7.944062806230638,107.59103697722844,-6.915239387967341
101,DUNGUS CARIANG,ANDIR,Pajajaran,18827,9480.701489600899,52.20318622334223,5346233607,88.58937510444481,107.58010712428347,-6.9133814225228525
102,ARJUNA,CICENDO,Pajajaran,12953,6524.0441112966955,35.923068566697125,8760910430,18.154714503664206,107.59347922652036,-6.910331439618991
103,GARUDA,ANDIR,Pajajaran,10432,5253.236200112422,28.925672634084354,29377563,120.42171987987977,107.57550799898745,-6.911792620609436
104,MALEBER,ANDIR,Pajajaran,19848,9994.84586846543,55.03419770334609,29377362,51.45754388103585,107.57135462403899,-6.909401433201359
105,PASIRKALIKI,CICENDO,Pajajaran,9144,4605.563140098587,25.359417816249408,5353805486,75.09641633368284,107.60104549488042,-6.907391228686228
106,PAMOYANAN,CICENDO,Pajajaran,7786,3921.5785880148287,21.59322256313625,4121111415,62.12420794821187,107.5940196902713,-6.901854925295533
107,SUKABUNGAH,SUKAJADI,Pajajaran,21712,11000.958788040272,60.574114782254874,12357216372,156.674099153741,107.59392202589373,-6.896346570396304
108,PAJAJARAN,CICENDO,Pajajaran,26678,13436.921856031287,73.987155347977,5647106995,79.9001536143596,107.5881604987062,-6.899678235161334
109,CAMPAKA,ANDIR,Pajajaran,18989,9562.279735806633,52.652377075213565,5647212330,194.1440017886303,107.56849779387024,-6.900786815849423
110,HUSEN SASTRANEGARA,CICENDO,Pajajaran,16869,8496.417827025705,46.783466660357746,11382649832,311.59442250263254,107.57798245291568,-6.902356884743445
111,SUKARAJA,CICENDO,Pajajaran,24758,12469.874477532896,68.6623432080821,6065245327,20.07663800920351,107.57109091100244,-6.8928971243560015
112,SUKAWARNA,SUKAJADI,Pajajaran,14842,7520.091669680071,41.407563172357534,8416946670,34.93276556073,107.57714888171294,-6.886566283455227
113,PASTEUR,SUKAJADI,Pajajaran,18809,9530.0770930476,52.47506102337104,29379226,28.83730467249914,107.59965066301127,-6.8899567750009325
114,CIPEDES,SUKAJADI,Pajajaran,30647,15528.1127476543,85.50179143937751,6438591629,126.75957157280018,107.59384750413327,-6.885457655002021
115,SUKAGALIH,SUKAJADI,Pajajaran,19076,9665.359701577754,53.219961937467474,29377968,33.609032418046446,107.5861933894668,-6.886180197852431
116,SUKARASA,SUKASARI,Pajajaran,13710,6974.3306067666135,38.40246208021042,2035854250,63.53429591440416,107.58589964659184,-6.874465526064706
117,SARIJADI,SUKASARI,Pajajaran,27619,14049.893291632901,77.36233407682943,1668205977,55.29161069770563,107.57737275673631,-6.875161719190527
118,GEGERKALONG,SUKASARI,Pajajaran,23820,12117.327137358187,66.72112667765224,1655559664,33.29849225761892,107.59149547505656,-6.869743068661411
119,ISOLA,SUKASARI,Pajajaran,13827,7033.848964242302,38.730185498400395,5423943912,79.00059172359195,107.59321821858939,-6.850848850394961
120,SINDANG JAYA,MANDALAJATI,Soekarno Hatta,15568,7781.804287619243,39.414932974073835,13773644897,40.567185615380914,107.6835408364399,-6.900568376379791
121,KARANG PAMULANG,MANDALAJATI,Soekarno Hatta,19919,9956.69062211509,50.43075860165575,5455786235,193.96541846206438,107.67255268880572,-6.8983486435072505
122,PASIR IMPUN,MANDALAJATI,Soekarno Hatta,14039,7017.519937942353,35.54382348554872,5355818813,55.890894716550385,107.67905673081762,-6.8973388168577205
123,JATIHANDAP,MANDALAJATI,Soekarno Hatta,28466,14228.985152323316,72.06998214542561,5472211906,237.94493063365735,107.66519469850806,-6.894018846196847
124,SUKAMULYA,CINAMBO,Soekarno Hatta,5648,2906.59205485578,14.721923964007251,5355819400,184.3067503508064,107.69803180491408,-6.921628035648865
125,KEBON JAYANTI,KIARACONDONG,Kawaluyaan,13402,6811.042976520892,38.57898327283088,1667531455,18.09470981665654,107.6470423244377,-6.92724589408094
126,KEBON KANGKUNG,KIARACONDONG,Kawaluyaan,13236,6726.679960993174,38.10113584533574,9774833632,20.42849101382956,107.64399099385103,-6.93747189487742
127,BABAKAN SURABAYA,KIARACONDONG,Kawaluyaan,21331,10840.64749531168,61.40339443312606,3270416570,35.856856382213365,107.64782467056223,-6.913480864896263
128,ANTAPANI KULON,ANTAPANI,Soekarno Hatta,11371,5747.374868098567,29.11052332212875,3274677771,41.15643150574277,107.65701225815013,-6.909870564779744
129,CICAHEUM,KIARACONDONG,Kawaluyaan,18069,9182.863419098343,52.01340462295039,4176362169,21.72918457138194,107.64969066072626,-6.907706275491422
130,BABAKAN SARI,KIARACONDONG,Kawaluyaan,38850,19743.994899107343,111.83356962762868,3359249121,95.65500798786198,107.64958317589279,-6.923077793376989
131,SUKAPURA,KIARACONDONG,Kawaluyaan,28422,14444.37124896857,81.815539664259,5406429096,120.26992524733643,107.65230288887948,-6.9349658732874415
132,ANTAPANI KIDUL,ANTAPANI,Soekarno Hatta,26362,13324.44782981395,67.48848965068667,302242803,29.54751793795829,107.65975396719465,-6.923444001580968
133,ANTAPANI WETAN,ANTAPANI,Soekarno Hatta,20393,10307.467741195504,52.20744895859392,8407913066,110.66397193484006,107.66520196535005,-6.909681468028851
134,SUKAMISKIN,ARCAMANIK,Soekarno Hatta,22740,11593.120173802157,58.719294102241115,5346086262,298.6106428459538,107.67397009080287,-6.913472185104159
135,RANCANUMPANG,GEDEBAGE,Soekarno Hatta,5514,2822.1271451170874,14.294108173097623,4054885059,126.47550929574619,107.71091903128153,-6.961081420256088
136,CISARANTEN KULON,ARCAMANIK,Soekarno Hatta,27910,14228.847143835455,72.06928313076297,5354184189,8.257516954942801,107.68039450817557,-6.923582324575557
137,CISARANTEN WETAN,CINAMBO,Soekarno Hatta,6670,3432.537005291794,17.385841508485896,4183540195,28.037800338779974,107.68807317194201,-6.92259601361211
138,CIMINCRANG,GEDEBAGE,Soekarno Hatta,4527,2316.9694570085335,11.73547836409375,8417048840,46.6514356745937,107.70289634125484,-6.94575913689375
139,CISARANTEN BINA HARAPAN,ARCAMANIK,Soekarno Hatta,12688,6468.492030132004,32.762990482376225,9337463880,122.91199455821113,107.68572806182156,-6.911321722390263
140,BABAKAN PENGHULU,CINAMBO,Soekarno Hatta,7797,4012.517395841097,20.32344921164386,3272708318,79.96740898945977,107.68886838030012,-6.936719792746576
141,PAKEMITAN,CINAMBO,Soekarno Hatta,6719,3457.753544011329,17.513563582536246,5865612410,150.053941026854,107.69331013896786,-6.922317382564813
142,CISARANTEN KIDUL,GEDEBAGE,Soekarno Hatta,22102,11312.051897239366,57.295679877004645,7216077701,49.68550529398642,107.69445745468568,-6.95181228666183
143,ANTAPANI TENGAH,ANTAPANI,Soekarno Hatta,24701,12484.90956089198,63.23621814967041,5346217766,99.0957755724225,107.66575478960335,-6.921441114858354
144,CISARANTEN ENDAH,ARCAMANIK,Soekarno Hatta,21356,10887.540652230384,55.145525279131995,4123957955,7.493370658816889,107.6724538720584,-6.929194634671887
145,MANJAHLEGA,RANCASARI,Soekarno Hatta,22353,11298.483725598324,57.22695692329798,4681201451,9.847703620419002,107.6668993926935,-6.947005078284372
146,CIPAMOKOLAN,RANCASARI,Soekarno Hatta,26367,13327.38873497298,67.50338537093893,1664514536,56.80720363457163,107.67516439253794,-6.946846436030438
147,MARGASARI,BUAHBATU,Soekarno Hatta,43282,21969.455182219288,111.27555660346894,5447303810,7.953156498393574,107.65591342329289,-6.954468324891983
148,RANCABOLANG,GEDEBAGE,Soekarno Hatta,12738,6519.451500635012,33.0211008177217,13300756206,106.63489127491484,107.69445661390266,-6.96521213337093
149,BABAKAN TAROGONG,BOJONGLOA KALER,Pajajaran,29677,14850.66404710482,81.77158426954557,3445680346,120.25899858010952,107.59239864937953,-6.927005503619211
150,CIGENDING,UJUNG BERUNG,Soekarno Hatta,17583,8853.060542111978,44.840858878695414,5354200511,6.183684073298546,107.69793934262144,-6.910180913661414
