candidate_id,nama,klaster,nearest_node,dist_to_node_m,lon,lat,nearest_node_sumber,dist_to_node_m_sumber
211,Edelweiss Hospital,E_RumahSakit,5447157835,79.16685400372542,107.64942910000002,-6.9436699999999965,5447157835,79.16685400415665
212,Kantor Pusat Pos Cilaki,C_Kantor,25450538,79.43824060967573,107.6197911,-6.901977177999997,25450538,79.43824060967573
213,Dinas Penataan Ruang Kota Bandung,C_Kantor,1849960313,80.07720527070876,107.6336985,-6.916050099999998,1849960313,80.07720527070876
214,Rumah Mode,B_Mall,5318313305,80.45525963682817,107.5996624,-6.882677027000004,5318313305,80.45525963682817
215,Bandung Trade Center,B_Mall,5460927300,81.3029826528817,107.58489760000002,-6.893383906,5460927300,81.30298265255256
216,Pertamina,A_SPBU,11037191227,81.55387406564213,107.6037713,-6.888660148000008,11037191227,81.55387406564213
217,Dinas Tenaga Kerja dan Transmigrasi Jabar,C_Kantor,6431028519,84.16462032489274,107.6463505242005,-6.944805553739943,6431028519,84.16462032489274
218,Rumah Sakit Hermina,E_RumahSakit,4191863525,84.24603224116555,107.6667357,-6.90491395,4191863525,84.24603224130172
219,RSGM Unpad,E_RumahSakit,5465992453,84.26276211561142,107.6193435010396,-6.890503493476527,5465992453,84.26276211561142
220,Pertamina,A_SPBU,11106971273,84.41091141082488,107.7143131,-6.935944937000005,11106971273,84.41091141082488
221,Pertamina,A_SPBU,2477666621,84.85796343378507,107.5746074,-6.912928100000001,2477666621,84.85796343378507
222,KPP Pratama Bandung Karees,C_Kantor,8424210293,85.90655062669674,107.64126057865508,-6.938628404231288,8424210293,85.90655062669674
223,RSUD Bandung Kiwari,E_RumahSakit,3445649629,86.2157420896043,107.59184541004107,-6.943496488675375,3445649629,86.2157420896043
224,Pertamina,A_SPBU,3272722525,86.44130084729791,107.6939414,-6.937482128000001,3272722525,86.44130084729791
225,Kantor Kelurahan Isola,C_Kantor,13754482358,86.95096043419423,107.5932573,-6.864462699999989,13754482358,86.95096043419423
226,Padma Hotel Bandung,D_Hotel,4504614609,87.02003392285557,107.609027,-6.864633999999991,4504614609,87.02003392285557
227,PT Pertani,C_Kantor,5853120063,87.99463330540028,107.6190721,-6.923320121999992,5853120063,87.99463330540028
228,KPP Pratama Bandung Tegallega,C_Kantor,5348638966,89.23302864591469,107.5815264,-6.9408634999999945,5348638966,89.23302864591469
229,PT Kereta Api Indonesia,C_Kantor,12361073931,89.32382608517288,107.606199,-6.913704324000003,12361073931,89.32382608517288
230,Kantor Pusat Pos Banda,C_Kantor,1849525862,90.28307926284708,107.6174374,-6.906712259000005,1849525862,90.28307926284708
231,RS Paru dr Rotinsulu,E_RumahSakit,320092338,90.47625245965499,107.6064864,-6.8777866999999935,320092338,90.476252459655
232,Pertamina,A_SPBU,29358836,91.47597406573307,107.5969699,-6.875360383999994,29358836,91.47597406573308
233,Pertamina,A_SPBU,8123304882,91.48030763242201,107.6353308,-6.947872684999997,8123304882,91.480307632422
234,Rumah Sakit Al Islam,E_RumahSakit,1952203159,91.75882563586613,107.66890723411775,-6.939952725113214,1952203159,91.75882563732668
235,Pengadilan Negeri Bandung Kelas 1A Khusus,C_Kantor,6639564151,91.87547063163065,107.62197428303551,-6.906621193642185,6639564151,91.87547063163063
236,Miko Mall,B_Mall,11237562460,93.34029336736613,107.5811399,-6.960183723999997,11237562460,93.34029336736612
237,Pertamina,A_SPBU,2858054060,93.41602209946177,107.7105225,-6.926051538000006,2858054060,93.41602209946176
238,Grand Mercure Bandung Setiabudi,D_Hotel,305868949,97.19136140052521,107.5950633,-6.8545699,305868949,97.1913614005252
239,Mayapada Hospital,E_RumahSakit,3115195174,98.78363461785735,107.63501732599951,-6.948806032941287,3115195174,98.78363461925382
240,Rumah Sakit Gigi dan Mulut Maranatha,E_RumahSakit,1658426548,99.4410935140257,107.5812491,-6.886821000000001,1658426548,99.4410935140257
241,Gedung Sekretariat,C_Kantor,12806309253,99.54729655995615,107.6853422500201,-6.907830899986784,12806309253,99.54729655995386
242,Pertamina,A_SPBU,8424210299,100.00381678661137,107.6419023,-6.94091185,8424210299,100.00381678661137
243,PDAM Tirtawening Kota Bandung,C_Kantor,2011938272,101.36746465754179,107.6104377,-6.895845122000002,2011938272,101.3674646575418
244,Summarecon Mall Bandung,B_Mall,7216077665,105.45826415460256,107.6979936,-6.955164986000001,7216077665,105.45826415460256
245,Dinas Sejarah Angkatan Darat,C_Kantor,25433457,106.15111345426877,107.61596117404676,-6.914402992226622,25433457,106.15111345426877
246,SPP Pos Bandung,C_Kantor,5406429354,106.38803618341136,107.6508724,-6.943233913999995,5406429354,106.38803618341136
247,Rumah Sakit Immanuel,E_RumahSakit,13752319778,106.687401918382,107.59652773821132,-6.935667591797253,13752319778,106.6874019211734
248,PT Jasa Raharja,C_Kantor,5406559361,108.45522369209685,107.659093,-6.938674669999996,5406559361,108.45522369209684
249,Pertamina,A_SPBU,7712789381,108.60834370719853,107.6306979,-6.922424300000002,7712789381,108.60834370719851
250,Rumah Sakit Ginjal Nyonya Ra Habibie,E_RumahSakit,7211697102,108.86838451953376,107.6203433,-6.885340299999997,7211697102,108.86838451953376
251,Mall Festival Citylink,B_Mall,9596361930,113.35822949961121,107.5864033,-6.929639933999996,9596361930,113.3582294996112
252,Metro Indah Mall,B_Mall,3862534143,115.418280474185,107.658733,-6.942665013000007,3862534143,115.418280474185
253,Dinas Perhubungan Kota Bandung,C_Kantor,4054917266,116.2584374071641,107.69823451184116,-6.967580145641385,4054917266,116.2584374071641
254,Setrasari Mall,B_Mall,29356954,116.59991076615273,107.5829931,-6.880703899999995,29356954,116.59991076615272
255,Dinas Bina Marga Jawa Barat,C_Kantor,5358212335,116.86625036522764,107.61101427179078,-6.92126935273734,5358212335,116.86625036522764
256,Pullman Bandung Grand Central,D_Hotel,32524281,118.22647202488643,107.6175514,-6.900350599999999,1660289594,111.11128008851912
257,23 Paskal Shopping Center,B_Mall,5353968344,118.43133596666286,107.5942605,-6.915379762000009,5353968344,118.43133596666286
258,Living Plaza,B_Mall,2036066796,119.95977862093419,107.6116636,-6.900862748000006,2036066796,119.9597786209342
259,Perum Bulog,C_Kantor,1107827150,120.52767726460904,107.6626618,-6.938303085999994,1107827150,120.52767726460904
260,PT Angkasa Pura II,C_Kantor,11382649832,124.60371076405087,107.5792412,-6.903485214999999,11382649832,124.60371076405087
261,Kantor Kelurahan Kebun Jayanti,C_Kantor,9673286030,124.99893003727988,107.64560718523532,-6.925069002853763,9673286030,124.99893003727988
262,Paris Van Java,B_Mall,13049748546,125.04775213719915,107.5960108,-6.889273890999999,13049748546,125.04775213719915
263,PT Biofarma,C_Kantor,5353724829,125.9214404522385,107.6004437,-6.899251826000008,5353724829,125.9214404522385
264,Pertamina,A_SPBU,5406429315,126.62163974863554,107.65027100000002,-6.943129162000007,5406429315,126.62163974869593
265,King's Mall,B_Mall,1013431927,127.78419779835298,107.6050382,-6.922765515999998,1013431927,127.78419779835298
266,Rumah Sakit Umum Pindad Bandung,E_RumahSakit,1667742500,130.22665612417597,107.6467896,-6.9398939999999945,1667742500,130.22665612417595
267,RSUP Dr. Hasan Sadikin (RSHS),C_Kantor,7983673000,155.4139727450509,107.5983889,-6.897736847999995,7983673000,155.4139727450509
268,Cihampelas Walk (CiWalk),B_Mall,1013390378,163.4264953798375,107.6052621,-6.893960438999994,1013390378,163.4264953798375
269,Trans Studio Mall,B_Mall,5395278850,172.33131267949062,107.63667180000002,-6.925654688999995,5395278850,172.33131267967676
270,Stasiun Bandung (KAI),C_Kantor,25434241,180.14643614141582,107.60200860000002,-6.914553633000007,25434241,180.14643614157305
271,PT Dirgantara Indonesia (IPTN),C_Kantor,5346050187,451.9139032911474,107.5824981,-6.898085657999998,5346050187,451.9139032911474
