addr_kelurahan,nearest_node,dist_to_node_m,element,id,nama_kelurahan_osm,nama_kelurahan,nama_kecamatan,jumlah_penduduk,lon,lat
<NA>,5458423372,70.34617159828824,,,,Sarijadi,Sukasari,27619,107.58058710359262,-6.879628752005573
<NA>,6443316201,70.62532220936842,,,,Sarijadi,Sukasari,27619,107.58043863969478,-6.879723383621747
<NA>,6443316201,57.00822086677421,,,,Sarijadi,Sukasari,27619,107.58029101612539,-6.879793778984959
<NA>,6443316201,44.60118269655408,,,,Sarijadi,Sukasari,27619,107.58018537593954,-6.879884837600717
<NA>,6443316201,64.84169664987378,,,,Sarijadi,Sukasari,27619,107.58062842251624,-6.8799686420931625
<NA>,6443316201,49.59911016166483,,,,Sarijadi,Sukasari,27619,107.58048391820525,-6.880003456298905
<NA>,6443316201,36.30019706280308,,,,Sarijadi,Sukasari,27619,107.58035028906457,-6.880037335906412
<NA>,6443316201,24.576148587960144,,,,Sarijadi,Sukasari,27619,107.58021928472401,-6.880079324348664
<NA>,5458423358,54.23309197001792,,,,Sarijadi,Sukasari,27619,107.57995974419971,-6.879327293594669
<NA>,5149655060,76.8486198780983,,,,Sarijadi,Sukasari,27619,107.58022696627927,-6.879427240370625
<NA>,5149655060,58.317176024576,,,,Sarijadi,Sukasari,27619,107.58019587683184,-6.879238541186152
<NA>,5149655060,76.92984399736312,,,,Sarijadi,Sukasari,27619,107.58033648545715,-6.87933626666961
<NA>,5149655060,59.54831863764716,,,,Sarijadi,Sukasari,27619,107.5803019500004,-6.879123750002682
