addr_kelurahan,nearest_node,dist_to_node_m,element,id,nama_kelurahan_osm,nama_kelurahan,nama_kecamatan,jumlah_penduduk,lon,lat
<NA>,4054917234,54.430225278958616,,,,Rancabolang,Gedebage,12738,107.70060156714129,-6.966070350425118
<NA>,4054917234,47.88084874623308,,,,Rancabolang,Gedebage,12738,107.70058063285802,-6.966127349588802
<NA>,4054917234,41.385986470248994,,,,Rancabolang,Gedebage,12738,107.70055969999966,-6.966184350006939
<NA>,4054917234,34.97607241955097,,,,Rancabolang,Gedebage,12738,107.70053876714127,-6.966241350425133
<NA>,4054917234,28.70805647791198,,,,Rancabolang,Gedebage,12738,107.70051783285803,-6.966298349588821
<NA>,4054917234,22.69696157905564,,,,Rancabolang,Gedebage,12738,107.70049686714128,-6.9663553504251245
<NA>,4054917234,17.221973277415863,,,,Rancabolang,Gedebage,12738,107.70047593285803,-6.966412349588793
<NA>,4054917234,12.97473227799222,,,,Rancabolang,Gedebage,12738,107.70045499999965,-6.966469350006963
<NA>,4054917234,11.418954353105963,,,,Rancabolang,Gedebage,12738,107.70043406714129,-6.966526350425124
<NA>,4054917234,13.51803643068269,,,,Rancabolang,Gedebage,12738,107.70041313285803,-6.966583349588777
<NA>,4054917234,18.03737555351664,,,,Rancabolang,Gedebage,12738,107.70039216714129,-6.9666403504251155
<NA>,4054917234,23.628564513474785,,,,Rancabolang,Gedebage,12738,107.70037123285802,-6.9666973495888005
<NA>,6377275621,22.161539060019813,,,,Rancabolang,Gedebage,12738,107.70035029999967,-6.966754350006969
<NA>,6377275621,16.688935024901568,,,,Rancabolang,Gedebage,12738,107.70032936714128,-6.966811350425113
<NA>,6377117735,13.089467392998298,,,,Rancabolang,Gedebage,12738,107.70089824999968,-6.965749400006333
<NA>,6377275621,12.498212483189416,,,,Rancabolang,Gedebage,12738,107.70030843285802,-6.9668683495887835
<NA>,4054917234,17.240307030099817,,,,Rancabolang,Gedebage,12738,107.70029148650531,-6.966337894917153
<NA>,4054917220,20.910938846552824,,,,Rancabolang,Gedebage,12738,107.69969864999962,-6.965174200005698
<NA>,4054917220,25.725083151130658,,,,Rancabolang,Gedebage,12738,107.69967856708787,-6.965227000391718
<NA>,4054917220,31.055660679187234,,,,Rancabolang,Gedebage,12738,107.69965849999963,-6.965279800005682
<NA>,4054917220,36.677831411260016,,,,Rancabolang,Gedebage,12738,107.69963843291137,-6.965332599619678
<NA>,4054917220,42.47606641020523,,,,Rancabolang,Gedebage,12738,107.69961834999964,-6.9653854000056805
<NA>,4054917225,47.89375638327475,,,,Rancabolang,Gedebage,12738,107.69959824999964,-6.965438200005692
<NA>,4054917225,53.201441712153624,,,,Rancabolang,Gedebage,12738,107.69957814999964,-6.965491000005671
<NA>,4054917225,58.69397094848067,,,,Rancabolang,Gedebage,12738,107.69955806708789,-6.965543800391722
<NA>,4054917225,64.32383603809483,,,,Rancabolang,Gedebage,12738,107.69953799999965,-6.965596600005703
<NA>,4054917240,61.229305418211915,,,,Rancabolang,Gedebage,12738,107.69951793291136,-6.96564939961968
<NA>,4054917240,55.76421639714301,,,,Rancabolang,Gedebage,12738,107.69949784999963,-6.965702200005698
<NA>,4054917240,50.48236055343326,,,,Rancabolang,Gedebage,12738,107.69947774999963,-6.965755000005707
<NA>,4054917240,45.44731033305242,,,,Rancabolang,Gedebage,12738,107.69945764999964,-6.965807800005701
<NA>,4054917240,40.74986609129332,,,,Rancabolang,Gedebage,12738,107.69943756708791,-6.965860600391733
<NA>,4054917240,36.52039120513673,,,,Rancabolang,Gedebage,12738,107.69941749999963,-6.965913400005709
<NA>,4054917240,32.940270256359575,,,,Rancabolang,Gedebage,12738,107.69939743291137,-6.965966199619684
<NA>,4054917240,30.24227451364377,,,,Rancabolang,Gedebage,12738,107.69937734999964,-6.966019000005699
<NA>,4054917240,28.67711913450203,,,,Rancabolang,Gedebage,12738,107.69935724999964,-6.9660718000057065
<NA>,4054917240,28.431101069698745,,,,Rancabolang,Gedebage,12738,107.69933714999964,-6.9661246000056956
<NA>,4054917240,29.535313291198364,,,,Rancabolang,Gedebage,12738,107.6993170670879,-6.966177400391724
<NA>,4054917240,31.84938160855357,,,,Rancabolang,Gedebage,12738,107.69929699999963,-6.966230200005681
<NA>,4054917205,27.998662743614553,,,,Rancabolang,Gedebage,12738,107.69927693291137,-6.966282999619669
<NA>,4054917205,22.340453169138012,,,,Rancabolang,Gedebage,12738,107.69925686770935,-6.966335832918212
<NA>,4054917205,17.09817728737849,,,,Rancabolang,Gedebage,12738,107.69923674999963,-6.9663886500056975
<NA>,4054917211,13.234996053095966,,,,Rancabolang,Gedebage,12738,107.69936209999977,-6.966491250004849
<NA>,4054917211,17.629825620051307,,,,Rancabolang,Gedebage,12738,107.69938294999979,-6.966436350004838
<NA>,4054917211,23.041611350177273,,,,Rancabolang,Gedebage,12738,107.69940379999977,-6.96638145000484
<NA>,4054917240,22.531260991322952,,,,Rancabolang,Gedebage,12738,107.69942464999977,-6.966326550004852
<NA>,4054917240,17.238579042644986,,,,Rancabolang,Gedebage,12738,107.69944549820089,-6.966271631364544
<NA>,4054917240,13.086800487453807,,,,Rancabolang,Gedebage,12738,107.69946631766004,-6.966216700985792
<NA>,4054917240,11.390262772953623,,,,Rancabolang,Gedebage,12738,107.69948718233955,-6.966161799023915
<NA>,4054917240,13.146817018446562,,,,Rancabolang,Gedebage,12738,107.69950800179869,-6.966106868645183
<NA>,4054917240,17.331159872847802,,,,Rancabolang,Gedebage,12738,107.6995288499998,-6.966051950004853
<NA>,4054917240,22.63434605732931,,,,Rancabolang,Gedebage,12738,107.69954969999978,-6.9659970500048605
<NA>,4054917240,28.437961501559396,,,,Rancabolang,Gedebage,12738,107.69957054999978,-6.965942150004845
<NA>,4054917240,34.49036277298598,,,,Rancabolang,Gedebage,12738,107.69959138235085,-6.9658872490341315
<NA>,4054917240,40.682211564108094,,,,Rancabolang,Gedebage,12738,107.69961223351953,-6.965832333326533
<NA>,4054917240,46.95946772513097,,,,Rancabolang,Gedebage,12738,107.69963308233956,-6.9657773990239376
<NA>,4054917240,53.286443699837164,,,,Rancabolang,Gedebage,12738,107.69965391766003,-6.965722500985782
<NA>,4054917240,59.653623802966884,,,,Rancabolang,Gedebage,12738,107.69967473414002,-6.965667567664823
<NA>,4054917225,54.87614845920195,,,,Rancabolang,Gedebage,12738,107.69969559999979,-6.965612650004861
<NA>,4054917225,48.49545519074291,,,,Rancabolang,Gedebage,12738,107.69971644999977,-6.965557750004871
<NA>,4054917225,42.1517636000538,,,,Rancabolang,Gedebage,12738,107.69973728235085,-6.965502849034131
<NA>,4054917225,35.8633789826662,,,,Rancabolang,Gedebage,12738,107.69975811764873,-6.965447950975593
<NA>,4054917225,29.662914068133762,,,,Rancabolang,Gedebage,12738,107.69977898235086,-6.965393049034139
<NA>,4054917225,23.623595481414377,,,,Rancabolang,Gedebage,12738,107.69979983351955,-6.965338133326538
<NA>,4054917225,17.91180858183957,,,,Rancabolang,Gedebage,12738,107.69982064999981,-6.965283200004865
<NA>,4054917225,19.45947693574679,,,,Rancabolang,Gedebage,12738,107.69999794999984,-6.965357400005417
<NA>,4054917225,24.849974411486734,,,,Rancabolang,Gedebage,12738,107.69997864999984,-6.9654107000054095
<NA>,4054917225,30.584574657929462,,,,Rancabolang,Gedebage,12738,107.69995939999984,-6.965464050005403
<NA>,4054917225,36.49783168029729,,,,Rancabolang,Gedebage,12738,107.69994014999983,-6.965517400005425
<NA>,4054917225,42.51018954698332,,,,Rancabolang,Gedebage,12738,107.69992084999983,-6.965570700005407
<NA>,13188405383,48.21517957334301,,,,Rancabolang,Gedebage,12738,107.69990154999985,-6.965624050005424
<NA>,13188405383,53.30422633624556,,,,Rancabolang,Gedebage,12738,107.69988224999985,-6.965677400005419
<NA>,13188405383,58.61648234036741,,,,Rancabolang,Gedebage,12738,107.69986299999984,-6.965730700005423
<NA>,4054917240,54.18726624497189,,,,Rancabolang,Gedebage,12738,107.69984374999983,-6.965784050005397
<NA>,4054917240,48.07019247943301,,,,Rancabolang,Gedebage,12738,107.69982444999984,-6.965837400005401
<NA>,4054917240,42.005142147725934,,,,Rancabolang,Gedebage,12738,107.69980514999983,-6.965890700005409
<NA>,4054917240,36.00976750431632,,,,Rancabolang,Gedebage,12738,107.69978585000301,-6.965944018308336
<NA>,4054917240,30.13213107610376,,,,Rancabolang,Gedebage,12738,107.69976664999668,-6.965997381702478
<NA>,4054917240,24.448273217037627,,,,Rancabolang,Gedebage,12738,107.69974734999984,-6.9660507000054315
<NA>,4054917240,19.13571104175692,,,,Rancabolang,Gedebage,12738,107.69972803249114,-6.966104017531617
<NA>,11235281553,12.081047514046922,,,,Rancabolang,Gedebage,12738,107.69950435045074,-6.965048118545953
<NA>,4054917205,12.80192447320054,,,,Rancabolang,Gedebage,12738,107.69921664999963,-6.966441450005701
<NA>,4054917225,12.963795036653355,,,,Rancabolang,Gedebage,12738,107.69984148415396,-6.9652282676632655
<NA>,4054917240,14.611814954414912,,,,Rancabolang,Gedebage,12738,107.69970876750854,-6.966157382479213
<NA>,4054917222,15.120236157119706,,,,Rancabolang,Gedebage,12738,107.69985968134193,-6.966204447701246
<NA>,4054917222,21.807879461880752,,,,Rancabolang,Gedebage,12738,107.6998860313463,-6.9661332336514254
<NA>,4054917222,29.391750898066746,,,,Rancabolang,Gedebage,12738,107.69991240000014,-6.966062000004897
<NA>,4054917222,37.32899375466076,,,,Rancabolang,Gedebage,12738,107.69993878733037,-6.96599076866859
<NA>,4054917222,45.43401698518087,,,,Rancabolang,Gedebage,12738,107.69996518134192,-6.965919547701232
<NA>,4054917222,53.62771037323858,,,,Rancabolang,Gedebage,12738,107.69999151865838,-6.965848352308531
<NA>,13188405383,50.954699219052934,,,,Rancabolang,Gedebage,12738,107.70001790000015,-6.965777150004875
<NA>,13188405383,42.80410749076923,,,,Rancabolang,Gedebage,12738,107.70004431266993,-6.9657059313411684
<NA>,13188405383,34.775076710228646,,,,Rancabolang,Gedebage,12738,107.700070668654,-6.965634666358303
<NA>,13188405383,26.98239793764854,,,,Rancabolang,Gedebage,12738,107.70009701865837,-6.96556345230854
<NA>,13188405383,19.695546310623346,,,,Rancabolang,Gedebage,12738,107.70012340000015,-6.965492250004889
<NA>,13188405380,16.17995983632285,,,,Rancabolang,Gedebage,12738,107.7004186953028,-6.965527979808951
<NA>,13188405380,22.449993895254448,,,,Rancabolang,Gedebage,12738,107.70038988635719,-6.965604818355749
<NA>,13188405380,30.18855859602713,,,,Rancabolang,Gedebage,12738,107.70036113200327,-6.965681683504104
<NA>,13188405380,38.51466971967024,,,,Rancabolang,Gedebage,12738,107.70033233634618,-6.9657585183561785
<NA>,13188405380,47.11917687887927,,,,Rancabolang,Gedebage,12738,107.70030358164861,-6.965835348159328
<NA>,13188405380,55.87640371510028,,,,Rancabolang,Gedebage,12738,107.7002748,-6.965912200006766
<NA>,4054917258,49.67707894036623,,,,Rancabolang,Gedebage,12738,107.7002460183514,-6.965989051854192
<NA>,4054917258,41.03818342292865,,,,Rancabolang,Gedebage,12738,107.70021725,-6.966065900006786
<NA>,4054917258,32.63972147029144,,,,Rancabolang,Gedebage,12738,107.70018848164862,-6.966142748159322
<NA>,4054917258,24.727999167621633,,,,Rancabolang,Gedebage,12738,107.70015971835716,-6.966219601861933
<NA>,13188405383,13.745189127776456,,,,Rancabolang,Gedebage,12738,107.70014980000016,-6.96542105000488
<NA>,4054917258,17.958197583401315,,,,Rancabolang,Gedebage,12738,107.70013095,-6.966296450006769
<NA>,11235281553,12.923557307991741,,,,Rancabolang,Gedebage,12738,107.69959035000326,-6.964854299998446
<NA>,4054917220,13.582813720832977,,,,Rancabolang,Gedebage,12738,107.69964295063014,-6.964880716172388
<NA>,4054917220,13.264510709929878,,,,Rancabolang,Gedebage,12738,107.69969555000326,-6.964907149998484
<NA>,4054917220,15.882027842494674,,,,Rancabolang,Gedebage,12738,107.69974815000324,-6.96493354999848
<NA>,4054917220,20.329461478902918,,,,Rancabolang,Gedebage,12738,107.69980076557286,-6.964959997294748
<NA>,4054917225,24.78829665979777,,,,Rancabolang,Gedebage,12738,107.69985340000325,-6.964986399998449
<NA>,4054917225,20.00808711209707,,,,Rancabolang,Gedebage,12738,107.6999060006175,-6.965012816181872
<NA>,4054917225,16.46017002585047,,,,Rancabolang,Gedebage,12738,107.69995863381975,-6.965039236518037
<NA>,4054917225,15.046425372942785,,,,Rancabolang,Gedebage,12738,107.70001125000324,-6.965065649998462
<NA>,4054917225,16.326496543212862,,,,Rancabolang,Gedebage,12738,107.70006384937636,-6.965092083824551
<NA>,4054917225,19.78706431643825,,,,Rancabolang,Gedebage,12738,107.70011645000325,-6.9651184999984475
<NA>,13188405386,23.73320109398774,,,,Rancabolang,Gedebage,12738,107.70016905063014,-6.965144916172372
<NA>,13188405386,18.30147457704321,,,,Rancabolang,Gedebage,12738,107.70022166618675,-6.965171363478878
<NA>,4054917229,11.8703178887699,,,,Rancabolang,Gedebage,12738,107.7004490980626,-6.965298485150179
<NA>,4054917229,17.10191910491546,,,,Rancabolang,Gedebage,12738,107.70050138712462,-6.965324097501639
<NA>,4054917229,22.949905548318593,,,,Rancabolang,Gedebage,12738,107.70055361483904,-6.9653497673287825
<NA>,4054917232,21.98640059885412,,,,Rancabolang,Gedebage,12738,107.70060590000504,-6.965375399997029
<NA>,4054917232,17.66860674120097,,,,Rancabolang,Gedebage,12738,107.70065815000504,-6.965401049997015
<NA>,4054917232,14.961299302139773,,,,Rancabolang,Gedebage,12738,107.70071040000502,-6.965426699997036
<NA>,4054917232,14.777829651796733,,,,Rancabolang,Gedebage,12738,107.70076265000505,-6.965452349997006
<NA>,4054917232,17.199828375589306,,,,Rancabolang,Gedebage,12738,107.70081489806259,-6.965477985150173
<NA>,4054917232,21.363599105656633,,,,Rancabolang,Gedebage,12738,107.70086720194745,-6.965503614843858
<NA>,6377117735,22.40569994148034,,,,Rancabolang,Gedebage,12738,107.70091944805004,-6.96552928516347
<NA>,6377117735,17.720778759175044,,,,Rancabolang,Gedebage,12738,107.70097170194744,-6.9655549148438745
<NA>,6377117735,14.448948176247114,,,,Rancabolang,Gedebage,12738,107.70102394805004,-6.965580585163469
<NA>,6377117735,13.657710707375918,,,,Rancabolang,Gedebage,12738,107.70107620194744,-6.96560621484386
<NA>,6377117735,15.72277301821339,,,,Rancabolang,Gedebage,12738,107.7011284980626,-6.965631885150193
<NA>,8763578879,13.563826881400345,,,,Rancabolang,Gedebage,12738,107.70118075196001,-6.965657514830579
<NA>,4054917266,34.074824825969486,,,,Rancabolang,Gedebage,12738,107.69877736763534,-6.9670690008886735
<NA>,4054917266,28.337692745025205,,,,Rancabolang,Gedebage,12738,107.6987960323644,-6.967017199121128
<NA>,4054917266,22.787381618340756,,,,Rancabolang,Gedebage,12738,107.69881466721135,-6.966965382357155
<NA>,4054917266,17.60241610780787,,,,Rancabolang,Gedebage,12738,107.69883326764771,-6.966913550898997
<NA>,4054917266,13.21206281727204,,,,Rancabolang,Gedebage,12738,107.69885191515696,-6.966861716757622
<NA>,4054917266,10.656925822559579,,,,Rancabolang,Gedebage,12738,107.69887056763535,-6.966809900888656
<NA>,4054917266,11.260991236358628,,,,Rancabolang,Gedebage,12738,107.6988892323644,-6.966758099121122
<NA>,4054917266,14.640049231746914,,,,Rancabolang,Gedebage,12738,107.69890786763534,-6.966706300888653
<NA>,4054917266,19.39426381422058,,,,Rancabolang,Gedebage,12738,107.69892651719519,-6.966654482357368
<NA>,4054917205,23.04942403451516,,,,Rancabolang,Gedebage,12738,107.69894513235204,-6.966602649110784
<NA>,4054917205,18.022098409697193,,,,Rancabolang,Gedebage,12738,107.69896375045072,-6.966550818545923
<NA>,4054917205,13.871392826602158,,,,Rancabolang,Gedebage,12738,107.69898243236439,-6.966498999121142
<NA>,4054917205,11.595348885057104,,,,Rancabolang,Gedebage,12738,107.69900106763535,-6.96644720088865
<NA>,4054917205,12.276372270989757,,,,Rancabolang,Gedebage,12738,107.6990197171952,-6.966395382357364
<NA>,4054917205,15.535284421790092,,,,Rancabolang,Gedebage,12738,107.69903833235206,-6.9663435491107775
<NA>,4054917205,20.15170807447039,,,,Rancabolang,Gedebage,12738,107.69905696764772,-6.96629175089899
<NA>,4054917205,25.401647525463574,,,,Rancabolang,Gedebage,12738,107.69907561515696,-6.966239916757617
<NA>,4054917205,30.96104268760256,,,,Rancabolang,Gedebage,12738,107.69909426763537,-6.966188100888655
<NA>,4054917205,36.68911878100575,,,,Rancabolang,Gedebage,12738,107.69911293236441,-6.966136299121139
<NA>,4054917205,42.52023927301198,,,,Rancabolang,Gedebage,12738,107.69913158484279,-6.966084483252183
<NA>,4054917205,48.417636825488515,,,,Rancabolang,Gedebage,12738,107.69915019999988,-6.96603265000489
<NA>,4054917240,51.791582543022116,,,,Rancabolang,Gedebage,12738,107.69916883235203,-6.965980849110787
<NA>,4054917240,52.9858187789428,,,,Rancabolang,Gedebage,12738,107.69918745045072,-6.965929018545962
<NA>,4054917240,54.82909870285,,,,Rancabolang,Gedebage,12738,107.6992061323644,-6.965877199121102
<NA>,4054917240,57.26682050816646,,,,Rancabolang,Gedebage,12738,107.69922476763534,-6.965825400888677
<NA>,4054917240,60.225029464352204,,,,Rancabolang,Gedebage,12738,107.69924341719519,-6.965773582357378
<NA>,4054917240,63.63442890205617,,,,Rancabolang,Gedebage,12738,107.69926203235202,-6.965721749110781
<NA>,4054917240,67.41890455821719,,,,Rancabolang,Gedebage,12738,107.69928066764774,-6.965669950899009
<NA>,4054917240,71.52563995949703,,,,Rancabolang,Gedebage,12738,107.69929931515699,-6.9656181167576126
<NA>,4054917220,70.94813658605472,,,,Rancabolang,Gedebage,12738,107.69931796763534,-6.965566300888669
<NA>,4054917220,64.9275122779321,,,,Rancabolang,Gedebage,12738,107.69933663236438,-6.96551449912112
<NA>,4054917220,58.92199016383266,,,,Rancabolang,Gedebage,12738,107.69935526721135,-6.965462682357132
<NA>,4054917220,52.937151783274075,,,,Rancabolang,Gedebage,12738,107.69937386764772,-6.965410850899015
<NA>,4054917220,46.97725578801495,,,,Rancabolang,Gedebage,12738,107.69939251515697,-6.965359016757617
<NA>,4054917220,41.05862572936843,,,,Rancabolang,Gedebage,12738,107.69941116763535,-6.965307200888675
<NA>,4054917220,35.20033702695262,,,,Rancabolang,Gedebage,12738,107.69942983236439,-6.9652553991211255
<NA>,4054917220,29.43992194171067,,,,Rancabolang,Gedebage,12738,107.69944846763535,-6.96520360088867
<NA>,4054917220,23.841974689990117,,,,Rancabolang,Gedebage,12738,107.69946711719521,-6.965151782357376
<NA>,11235281553,18.002017367261892,,,,Rancabolang,Gedebage,12738,107.69948573235203,-6.965099949110802
<NA>,4054917247,11.446122380287274,,,,Rancabolang,Gedebage,12738,107.70019570000363,-6.967796099997122
<NA>,4054917247,15.750963526810907,,,,Rancabolang,Gedebage,12738,107.70013635000365,-6.967772799997116
<NA>,4054917247,21.554918812417217,,,,Rancabolang,Gedebage,12738,107.70007700000363,-6.967749499997112
<NA>,4054917247,27.93883918108855,,,,Rancabolang,Gedebage,12738,107.70001765000363,-6.967726199997093
<NA>,4054917247,34.58302299816381,,,,Rancabolang,Gedebage,12738,107.69995830000364,-6.967702899997109
<NA>,4054917247,41.36223830936457,,,,Rancabolang,Gedebage,12738,107.69989895000363,-6.967679599997125
<NA>,4054917261,39.873581730158776,,,,Rancabolang,Gedebage,12738,107.69983960000363,-6.967656299997111
<NA>,4054917261,33.121571848264516,,,,Rancabolang,Gedebage,12738,107.69978025000363,-6.967632999997098
<NA>,4054917261,26.52447560799623,,,,Rancabolang,Gedebage,12738,107.6997208670346,-6.967609716511932
<NA>,4054917261,20.23692326958282,,,,Rancabolang,Gedebage,12738,107.69966153297267,-6.967586383482302
<NA>,4054917261,14.664188407841959,,,,Rancabolang,Gedebage,12738,107.69960215000363,-6.9675630999970934
<NA>,4054917261,10.958867668090372,,,,Rancabolang,Gedebage,12738,107.69954280036346,-6.967539832965628
<NA>,4054917261,11.159334168589103,,,,Rancabolang,Gedebage,12738,107.69948345000363,-6.967516549997138
<NA>,4054917261,15.111782291757642,,,,Rancabolang,Gedebage,12738,107.69942410000363,-6.967493249997099
<NA>,4054917261,20.776037018612357,,,,Rancabolang,Gedebage,12738,107.69936475000364,-6.9674699499971275
<NA>,4054917261,27.099151052234895,,,,Rancabolang,Gedebage,12738,107.69930540000364,-6.9674466499971235
<NA>,4054917261,33.712412893141256,,,,Rancabolang,Gedebage,12738,107.69924605000362,-6.967423349997106
<NA>,4054917261,40.477262411190445,,,,Rancabolang,Gedebage,12738,107.69918666703451,-6.967400066497865
<NA>,4054917261,47.32211060212954,,,,Rancabolang,Gedebage,12738,107.69912733297275,-6.967376733496346
<NA>,4054917261,54.22416612971744,,,,Rancabolang,Gedebage,12738,107.69906795000364,-6.967353449997097
<NA>,4054917266,56.07184599024508,,,,Rancabolang,Gedebage,12738,107.69900860000364,-6.967330149997115
<NA>,4054917266,53.323276431447496,,,,Rancabolang,Gedebage,12738,107.69894925000364,-6.967306849997103
<NA>,4054917266,51.401695650791545,,,,Rancabolang,Gedebage,12738,107.69888990000364,-6.967283549997128
<NA>,4054917247,12.596901125638512,,,,Rancabolang,Gedebage,12738,107.70024805016253,-6.967612766492496
<NA>,4054917247,17.601896918264387,,,,Rancabolang,Gedebage,12738,107.7001870833505,-6.96758881532774
<NA>,4054917247,23.784751770993225,,,,Rancabolang,Gedebage,12738,107.70012611650081,-6.967564918168202
<NA>,4054917247,30.439861177737953,,,,Rancabolang,Gedebage,12738,107.70006515000465,-6.967540999996066
<NA>,4054917247,37.317874826894105,,,,Rancabolang,Gedebage,12738,107.70000418350824,-6.967517031837793
<NA>,4054917261,43.81760955448321,,,,Rancabolang,Gedebage,12738,107.69994321650083,-6.967493118168197
<NA>,4054917261,36.82763492223393,,,,Rancabolang,Gedebage,12738,107.69988225000465,-6.967469199996091
<NA>,4054917261,29.957894102667396,,,,Rancabolang,Gedebage,12738,107.69982128350823,-6.967445231837788
<NA>,4054917261,23.315654442616946,,,,Rancabolang,Gedebage,12738,107.69976031650084,-6.9674213181681885
<NA>,4054917261,12.276488514311035,,,,Rancabolang,Gedebage,12738,107.69963838366624,-6.967373448320302
<NA>,4054917261,17.16627570595383,,,,Rancabolang,Gedebage,12738,107.69969935000465,-6.967397399996062
<NA>,4054917266,29.77377115535163,,,,Rancabolang,Gedebage,12738,107.69890945000449,-6.967088399996304
<NA>,4054917266,31.82965371176925,,,,Rancabolang,Gedebage,12738,107.69897175000449,-6.96711284999632
<NA>,4054917266,35.35369503208094,,,,Rancabolang,Gedebage,12738,107.69903406674894,-6.967137367415266
<NA>,4054917266,39.945622824002676,,,,Rancabolang,Gedebage,12738,107.69909643325988,-6.967161782564042
<NA>,4054917266,45.29209998517065,,,,Rancabolang,Gedebage,12738,107.69915875000447,-6.967186249996322
<NA>,4054917261,44.45825406173506,,,,Rancabolang,Gedebage,12738,107.69922105000447,-6.9672106999963095
<NA>,4054917261,37.303221960876755,,,,Rancabolang,Gedebage,12738,107.69928335000446,-6.967235149996319
<NA>,4054917261,30.263281775254452,,,,Rancabolang,Gedebage,12738,107.69934565000446,-6.967259649996327
<NA>,4054917261,23.44979790553246,,,,Rancabolang,Gedebage,12738,107.69940796674904,-6.967284117428557
<NA>,4054917261,17.135580183439544,,,,Rancabolang,Gedebage,12738,107.69947033326,-6.967308532577333
<NA>,4054917261,12.12318036035039,,,,Rancabolang,Gedebage,12738,107.69953265000447,-6.9673329999963265
<NA>,4054917251,12.782533138203382,,,,Rancabolang,Gedebage,12738,107.69967525000446,-6.9669942499963184
<NA>,4054917251,17.290695239857502,,,,Rancabolang,Gedebage,12738,107.69961294993959,-6.966969766731151
<NA>,4054917251,23.32612959005174,,,,Rancabolang,Gedebage,12738,107.69955060007857,-6.966945333251838
<NA>,4054917251,29.98626319627142,,,,Rancabolang,Gedebage,12738,107.69948825000446,-6.966920849996307
<NA>,4054917211,34.18322351802668,,,,Rancabolang,Gedebage,12738,107.69942595000447,-6.966896399996305
<NA>,4054917211,32.389443307611664,,,,Rancabolang,Gedebage,12738,107.69936365000447,-6.966871949996325
<NA>,4054917211,32.23205542778077,,,,Rancabolang,Gedebage,12738,107.69930135000448,-6.966847449996307
<NA>,4054917266,30.22824731793627,,,,Rancabolang,Gedebage,12738,107.69923905000448,-6.966822999996319
<NA>,4054917266,23.519535491882262,,,,Rancabolang,Gedebage,12738,107.69917670000447,-6.966798549996308
<NA>,4054917266,17.3869734802299,,,,Rancabolang,Gedebage,12738,107.69911435000448,-6.966774099996319
<NA>,4054917271,13.498079556849204,,,,Rancabolang,Gedebage,12738,107.70038890000465,-6.96726809999605
<NA>,4054917271,17.830887015826093,,,,Rancabolang,Gedebage,12738,107.70032795000465,-6.9672441999960775
<NA>,4054917271,23.640264777401153,,,,Rancabolang,Gedebage,12738,107.70026698350823,-6.967220231837807
<NA>,4054917271,30.07491699048468,,,,Rancabolang,Gedebage,12738,107.70020601650083,-6.967196318168204
<NA>,6377275621,32.57942457638838,,,,Rancabolang,Gedebage,12738,107.70014505000465,-6.967172399996075
<NA>,6377275621,31.940983246595955,,,,Rancabolang,Gedebage,12738,107.70008408366624,-6.967148448320307
<NA>,6377275621,32.92897523354253,,,,Rancabolang,Gedebage,12738,107.70002311634303,-6.967124551671814
<NA>,4054917251,30.895304374910243,,,,Rancabolang,Gedebage,12738,107.69996215000465,-6.967100599996071
<NA>,4054917251,24.410176242804795,,,,Rancabolang,Gedebage,12738,107.69990118366624,-6.967076648320294
<NA>,4054917251,18.495033190183555,,,,Rancabolang,Gedebage,12738,107.69984021634303,-6.967052751671836
<NA>,4054917251,12.167497249542528,,,,Rancabolang,Gedebage,12738,107.69959390000379,-6.967174149997027
<NA>,4054917251,17.240679549954557,,,,Rancabolang,Gedebage,12738,107.69953235000376,-6.967149999997045
<NA>,4054917251,23.523579162838097,,,,Rancabolang,Gedebage,12738,107.69947079953758,-6.9671258171302854
<NA>,4054917251,30.278180674381456,,,,Rancabolang,Gedebage,12738,107.69940920046996,-6.9671016828638
<NA>,4054917251,37.24086241987861,,,,Rancabolang,Gedebage,12738,107.69934765000376,-6.967077499997049
<NA>,4054917266,43.49765910045085,,,,Rancabolang,Gedebage,12738,107.69928609953757,-6.967053317130288
<NA>,4054917266,36.44584058751158,,,,Rancabolang,Gedebage,12738,107.69922451758431,-6.96702919909646
<NA>,4054917266,29.51856683243593,,,,Rancabolang,Gedebage,12738,107.69916298288035,-6.967004983787138
<NA>,4054917266,22.833810462825785,,,,Rancabolang,Gedebage,12738,107.6991013995376,-6.966980817130288
<NA>,4054917266,16.692350065980012,,,,Rancabolang,Gedebage,12738,107.6990398175843,-6.966956699096452
<NA>,4054917271,12.242592885396633,,,,Rancabolang,Gedebage,12738,107.70030860000375,-6.967456399997079
<NA>,4054917271,17.14114313187299,,,,Rancabolang,Gedebage,12738,107.70024796741845,-6.967432399221991
<NA>,4054917271,23.27562601242094,,,,Rancabolang,Gedebage,12738,107.70018733296318,-6.96740833373206
<NA>,4054917271,29.89609672932614,,,,Rancabolang,Gedebage,12738,107.70012669962944,-6.967384317037741
<NA>,4054917271,36.73989544343616,,,,Rancabolang,Gedebage,12738,107.70006606704443,-6.967360316275876
<NA>,4054917251,43.61287038328036,,,,Rancabolang,Gedebage,12738,107.70000545036845,-6.967336282966351
<NA>,4054917251,36.63787777428372,,,,Rancabolang,Gedebage,12738,107.69994483296318,-6.967312233732056
<NA>,4054917251,29.777170155783974,,,,Rancabolang,Gedebage,12738,107.69988419962942,-6.967288217037746
<NA>,4054917251,23.13282608857817,,,,Rancabolang,Gedebage,12738,107.69982356704442,-6.967264216275894
