nearest_node,dist_to_node_m,nama_kelurahan,nama_kecamatan,jumlah_penduduk,lon,lat,wilayah_samsat,rasio_ev_wilayah,estimasi_ev
6443316201,49.59911016166483,Sarijadi,Sukasari,27619,107.58048391820525,-6.880003456298905,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,36.30019706280308,Sarijadi,Sukasari,27619,107.58035028906455,-6.880037335906412,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,24.576148587960144,Sarijadi,Sukasari,27619,107.580219284724,-6.880079324348664,Pajajaran,0.0025141975770577,69.43962288075699
5458423358,54.23309197001792,Sarijadi,Sukasari,27619,107.57995974419973,-6.879327293594669,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,76.8486198780983,Sarijadi,Sukasari,27619,107.58022696627928,-6.879427240370625,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,58.317176024576,Sarijadi,Sukasari,27619,107.58019587683184,-6.879238541186152,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,76.92984399736312,Sarijadi,Sukasari,27619,107.58033648545717,-6.87933626666961,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,59.54831863764716,Sarijadi,Sukasari,27619,107.5803019500004,-6.879123750002682,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,78.16687940415277,Sarijadi,Sukasari,27619,107.58043135000116,-6.879234650002686,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,81.37082064072825,Sarijadi,Sukasari,27619,107.58052325172062,-6.879117483205048,Pajajaran,0.0025141975770577,69.43962288075699
5149655060,64.64202729079558,Sarijadi,Sukasari,27619,107.58039380179252,-6.879029933312706,Pajajaran,0.0025141975770577,69.43962288075699
5458423380,52.38541843322365,Sarijadi,Sukasari,27619,107.57974324144708,-6.879616374559407,Pajajaran,0.0025141975770577,69.43962288075699
5458423218,70.66628273626853,Sarijadi,Sukasari,27619,107.57989263801396,-6.879691832875278,Pajajaran,0.0025141975770577,69.43962288075699
3059941385,57.79094641036927,Sarijadi,Sukasari,27619,107.57984950997874,-6.879830313323378,Pajajaran,0.0025141975770577,69.43962288075699
3059941385,41.52947375724191,Sarijadi,Sukasari,27619,107.57985985829846,-6.879989505576281,Pajajaran,0.0025141975770577,69.43962288075699
5458423218,53.92090121103002,Sarijadi,Sukasari,27619,107.57966834330578,-6.879793053974275,Pajajaran,0.0025141975770577,69.43962288075699
10171907475,41.93590948904935,Sarijadi,Sukasari,27619,107.57968693080018,-6.880013067437479,Pajajaran,0.0025141975770577,69.43962288075699
3059941385,24.59319549903447,Sarijadi,Sukasari,27619,107.57989701091816,-6.880152998823096,Pajajaran,0.0025141975770577,69.43962288075699
10171907475,23.10753577347434,Sarijadi,Sukasari,27619,107.57971791891164,-6.880203537585054,Pajajaran,0.0025141975770577,69.43962288075699
5458423357,28.488496090000705,Sarijadi,Sukasari,27619,107.57903256175464,-6.880394251664791,Pajajaran,0.0025141975770577,69.43962288075699
3059940973,20.563444909227485,Sarijadi,Sukasari,27619,107.57838432667724,-6.880483063388678,Pajajaran,0.0025141975770577,69.43962288075699
1667980029,23.67180944200065,Sarijadi,Sukasari,27619,107.57828467742031,-6.880421558983529,Pajajaran,0.0025141975770577,69.43962288075699
5507066787,22.313068183684745,Sarijadi,Sukasari,27619,107.57892039811406,-6.880351572940313,Pajajaran,0.0025141975770577,69.43962288075699
3059938826,22.50520352543353,Sarijadi,Sukasari,27619,107.57873050618096,-6.880267889135748,Pajajaran,0.0025141975770577,69.43962288075699
6443175830,20.91166087188808,Sarijadi,Sukasari,27619,107.57663745120524,-6.88041282267388,Pajajaran,0.0025141975770577,69.43962288075699
1667213304,15.21293926899977,Sarijadi,Sukasari,27619,107.57654156140056,-6.88049890933755,Pajajaran,0.0025141975770577,69.43962288075699
1667213304,16.38602773944212,Sarijadi,Sukasari,27619,107.57648757738744,-6.880606915952492,Pajajaran,0.0025141975770577,69.43962288075699
1667213304,31.655739341967923,Sarijadi,Sukasari,27619,107.5764121299561,-6.880770077119817,Pajajaran,0.0025141975770577,69.43962288075699
1667213304,46.01249897400229,Sarijadi,Sukasari,27619,107.57673385400513,-6.880738569108964,Pajajaran,0.0025141975770577,69.43962288075699
1667980032,27.605045746706047,Sarijadi,Sukasari,27619,107.5774991146602,-6.880713070871203,Pajajaran,0.0025141975770577,69.43962288075699
3059940973,13.592093996016992,Sarijadi,Sukasari,27619,107.57853736381534,-6.880616103247983,Pajajaran,0.0025141975770577,69.43962288075699
3059940973,19.96292402234149,Sarijadi,Sukasari,27619,107.5784511726384,-6.880633665060361,Pajajaran,0.0025141975770577,69.43962288075699
1667980029,15.256538111182206,Sarijadi,Sukasari,27619,107.5782656236282,-6.8807068371494,Pajajaran,0.0025141975770577,69.43962288075699
1667980029,15.451484752668469,Sarijadi,Sukasari,27619,107.57815145000004,-6.880742200000891,Pajajaran,0.0025141975770577,69.43962288075699
1667980029,23.680773971209,Sarijadi,Sukasari,27619,107.5783751867678,-6.880675910844102,Pajajaran,0.0025141975770577,69.43962288075699
2962096532,47.59594412681184,Taman Sari,Bandung Wetan,22984,107.60404991368117,-6.903893658576021,Kawaluyaan,0.0026821646702334,61.646872780644856
