candidate_id,nama,klaster,nearest_node,dist_to_node_m,lon,lat,nearest_node_sumber,dist_to_node_m_sumber,p,total_ev_dilayani
2,Pos Bandung Sumbersari Indah,C_Kantor,3445438920,11.657222936799442,107.573047,-6.934057999999996,3445438920,11.657222936799442,20,459.4980374551413
4,PT Pertamina Bandung,C_Kantor,9340090484,13.719956062566782,107.6944991,-6.9367126230000045,9340090484,13.719956062566782,20,218.83416212103214
28,Kantor Kelurahan Karasak,C_Kantor,5353902675,22.2869067216235,107.60763373347936,-6.950679516886582,5353902675,22.2869067216235,20,460.7082099377544
67,Pertamina,A_SPBU,5395278919,31.46907469128951,107.6440384,-6.922388900000001,5395278919,31.46907469128951,20,448.1498344671639
74,Kantor Kecamatan Rancasari,C_Kantor,9662001149,33.386167143129875,107.67499878464136,-6.948008786203475,9662001149,33.386167143129875,20,182.20882423965142
78,Pertamina,A_SPBU,3357368464,34.24484815915165,107.6256199,-6.891057600000002,3357368464,34.24484815915165,20,374.20074079417907
113,Sheraton Bandung Hotel & Towers,D_Hotel,1662376943,41.760755218123236,107.6195436,-6.874398799999999,1662376943,41.76075521812324,20,146.793406516876
128,Kantor Kecamatan Lengkong,C_Kantor,2607816746,46.33382698438489,107.622761834704,-6.92834112005956,2607816746,46.33382698438489,20,532.9500755015886
132,Pertamina,A_SPBU,5460792486,48.04250089244274,107.655379,-6.956250934000008,5460792486,48.04250089244274,20,369.8005979738081
138,Pertamina,A_SPBU,5394983543,49.33365614447218,107.6589018,-6.913648299999998,5394983543,49.33365614447218,20,325.90749946245285
139,Living Plaza,B_Mall,11138593909,49.89545357320765,107.5978357,-6.906023654999999,11138593909,49.89545357320765,20,518.1303898024082
142,RSAU Dr Salamun,E_RumahSakit,319706490,50.889451738910495,107.6048127,-6.8643150999999945,319706490,50.889451738910495,20,130.36948963280093
180,RS Rajawali,E_RumahSakit,8299293293,65.00521019976851,107.57311232083906,-6.912637465603588,8299293293,65.00521019976851,20,357.11089457668743
184,Kelurahan Pasanggrahan,C_Kantor,4848670777,66.1093646702573,107.70628684453128,-6.91708804649409,4848670777,66.1093646702573,20,482.14841672290663
205,PT Permodalan Nasional Madani,C_Kantor,7622389158,76.21041846194835,107.6468115,-6.906419218999993,7622389158,76.21041846194835,20,517.273006567579
223,RSUD Bandung Kiwari,E_RumahSakit,3445649629,86.2157420896043,107.59184541004107,-6.943496488675375,3445649629,86.2157420896043,20,430.40387718557616
238,Grand Mercure Bandung Setiabudi,D_Hotel,305868949,97.19136140052521,107.5950633,-6.8545699,305868949,97.1913614005252,20,70.30870616972857
241,Gedung Sekretariat,C_Kantor,12806309253,99.54729655995615,107.6853422500201,-6.907830899986784,12806309253,99.54729655995386,20,293.8154173650158
251,Mall Festival Citylink,B_Mall,9596361930,113.35822949961121,107.5864033,-6.929639933999996,9596361930,113.3582294996112,20,386.1108309156727
254,Setrasari Mall,B_Mall,29356954,116.59991076615273,107.5829931,-6.880703899999995,29356954,116.59991076615272,20,431.27758259197674
