candidate_id,nama,klaster,nearest_node,dist_to_node_m,lon,lat,nearest_node_sumber,dist_to_node_m_sumber,p,total_ev_dilayani
19,Kantor Kelurahan Cibuntu,C_Kantor,5495699609,19.83520416803774,107.57310905527882,-6.918003183084254,5495699609,19.83520416803774,10,788.5156338012515
41,Pertamina,A_SPBU,5865112018,26.97251702262663,107.6650947,-6.904171499999996,5865112018,26.97251702262663,10,760.594019384682
43,Pos Bandung Ciwastra,C_Kantor,5458662121,27.42248917066558,107.657319,-6.957874000000007,5458662121,27.42248917066558,10,594.8795860533044
67,Pertamina,A_SPBU,5395278919,31.46907469128951,107.6440384,-6.922388900000001,5395278919,31.46907469128951,10,680.5832173014848
79,Pertamina,A_SPBU,5465992888,34.38972176805933,107.6165886,-6.890806120999996,5465992888,34.38972176805933,10,651.363636943856
128,Kantor Kecamatan Lengkong,C_Kantor,2607816746,46.33382698438489,107.622761834704,-6.92834112005956,2607816746,46.33382698438489,10,734.6151091672052
139,Living Plaza,B_Mall,11138593909,49.89545357320765,107.5978357,-6.906023654999999,11138593909,49.89545357320765,10,555.0009709231524
184,Kelurahan Pasanggrahan,C_Kantor,4848670777,66.1093646702573,107.70628684453128,-6.91708804649409,4848670777,66.1093646702573,10,802.0809361801387
223,RSUD Bandung Kiwari,E_RumahSakit,3445649629,86.2157420896043,107.59184541004107,-6.943496488675375,3445649629,86.2157420896043,10,1066.7806014832197
254,Setrasari Mall,B_Mall,29356954,116.59991076615273,107.5829931,-6.880703899999995,29356954,116.59991076615272,10,501.5862887617053
